Název VŠ;Součást vysoké školy;Název programu;Typ programu;Forma studia;Doba studia;Název oboru;Jazyk výuky;Oprávnění konat rigorózní zkoušku;Komise;Akreditace udělena;Datum platnosti akreditace;Akreditace omezena;Číslo jednací;STUDPROG;AKVO
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Srovnávací jazykověda (dvouoborové);Česky;NE;02/2014;ANO;31.07.2022;NE;MSMT/14387/2014;B7310;
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Starořečtina (dvouoborové);Česky;NE;01/2012;ANO;31.10.2016;NE;6939/2012;B7310;7310R247
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Středoevropská studia (dvouoborové);Česky;NE;02/2011;ANO;31.05.2017;NE;12816/2011;B7310;7310R262
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Středoevropská studia (jednooborové);Česky;NE;02/2011;ANO;31.05.2017;NE;12816/2011;B7310;7310R262
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Švédská studia (dvouoborové);Česky;NE;01/2014;ANO;31.12.2022;NE;6095/2014;B7310;7310R253
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Tibetanistika (dvouoborové);Česky;NE;04/2012;ANO;01.11.2018;NE;43230/2012;B7310;7310R179
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Tibetanistika (jednooborové);Česky;NE;04/2012;ANO;01.11.2018;NE;43230/2012;B7310;7310R179
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Tibeto-mongolská studia (jednooborové);Česky;NE;04/2012;ANO;31.10.2016;NE;43230/2012;B7310;7310R304
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Turkologie (dvouoborové);Česky;NE;01/2009;ANO;01.03.2015;NE;3043/2009;B7310;7310R220
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Turkologie (dvouoborové);Česky;NE;04/2014;ANO;01.03.2021;NE;MSMT-35609/2014;B7310;7310R220
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Východoevropská studia (dvouoborové);Česky;NE;04/2010;ANO;01.03.2019;NE;26322/2010;B7310;7310R264
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Východoevropská studia (jednooborové);Česky;NE;04/2010;ANO;01.03.2019;NE;26322/2010;B7310;7310R264
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Arabistika (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T202
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Český jazyk a literatura (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T033
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Český jazyk a literatura (jednooborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T033
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Čeština pro cizince (jednooborové);Česky;NE;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T040
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Dánština (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T043
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Finština (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T049
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Finština (jednooborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T049
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Fonetika (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T050
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Francouzština (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T057
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Francouzština (jednooborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T057
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Hebraistika (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T061
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Hebraistika (jednoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T061
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Indologie (indická studia) se specializací bengálština, hindština, sánskrt, tamilština (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T208
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Italština (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T073
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Italština (jednooborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T073
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Komparatistika (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;8109T015
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Koreanistika (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T083
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Latina (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T085
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Lingvistika a fonetika (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T089
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Maďarština (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T213
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Mongolistika (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T099
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Němčina (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T100
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Němčina (jednooborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T100
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Nizozemština (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T110
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Nizozemština (jednooborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T110
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Norština (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T112
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Portugalština (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T131
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Portugalština (jednooborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T131
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Romistika (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T215
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Rumunština (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T142
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Rumunština (jednooborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T142
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Řečtina (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T156
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Sinologie (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T159
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Slavistická studia se specializací bulharistika, kroatistika, makedonistika, polonistika, serbistika, slavistika všeobecná a srovnávací, slovenistika,;Česky;ANO;05/2011;ANO;31.10.2016;NE;41281/2011;M7310;7310T224
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Slovakistika (dvouoborové);Česky;ANO;05/2011;ANO;31.10.2016;NE;41281/2011;M7310;7310T161
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Španělština (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T175
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Španělština (jednooborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T175
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Švédština (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T177
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Východoevropská studia se specializací rusistika, ukrajinistika, lettonistika, lithuanistika (dvouoborové);Česky;NE;03/2012;ANO;31.10.2016;NE;28980/2012;M7310;7310T223
Univerzita Karlova;Filozofická fakulta;Filologie;Magisterský;P;5;Východoevropská studia se specializací rusistika, ukrajinistika, lettonistika, lithuanistika (jednooborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7310;7310T223
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Anglický jazyk (dvouoborové);Česky;NE;04/2012;ANO;01.11.2020;NE;43230/2012;N7310;7310T008
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Anglický jazyk (jednooborové);Česky;NE;04/2012;ANO;01.11.2020;NE;43230/2012;N7310;7310T008
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Anglofonní literatury a kultury (dvouoborové);Česky;NE;04/2012;ANO;01.11.2020;NE;43230/2012;N7310;7310T343
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Anglofonní literatury a kultury (jednooborové);Česky;NE;04/2012;ANO;01.11.2020;NE;43230/2012;N7310;7310T343
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Arabistika (dvouoborové);Česky;ANO;02/2013;ANO;31.12.2021;NE;18620/2013;N7310;7310T202
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Arabistika (jednooborové);Česky;ANO;02/2013;ANO;31.12.2021;NE;18620/2013;N7310;7310T202
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Český jazyk - specializační studium (dvouoborové);Česky;ANO;02/2010;ANO;30.06.2018;NE;11181/2010;N7310;7310T316
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Český jazyk a literatura (dvouoborové);Česky;ANO;02/2010;ANO;30.06.2018;NE;11181/2010;N7310;7310T033
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Český jazyk a literatura (jednooborové);Česky;ANO;02/2009;ANO;31.07.2017;NE;9155/2009;N7310;7310T033
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Český jazyk-specializační studium (jednooborové);Česky;ANO;02/2009;ANO;31.07.2017;NE;9155/2009;N7310;7310T316
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Čeština pro cizince (jednooborové);Česky;ANO;01/2008;ANO;31.05.2016;NE;2957/2008;N7310;7310T040
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Finská filologie (dvouoborové);Česky;NE;02/2013;ANO;31.12.2021;NE;18620/2013;N7310;7310T345
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Fonetika (dvouoborové);Česky;ANO;04/2013;ANO;01.03.2022;NE;40491/2013;N7310;7310T050
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Fonetika (jednooborové);Česky;ANO;03/2010;ANO;31.07.2018;NE;19419/2010;N7310;7310T050
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Francouzská filologie (dvouoborové);Česky;ANO;06/2006;ANO;31.12.2014;NE;29006/2006;N7310;7310T051
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Francouzská filologie (dvouoborové);Česky;ANO;03/2014;ANO;31.12.2022;NE;MSMT/24510/2014;N7310;7310T051
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Francouzská filologie (jednooborové);Česky;ANO;06/2006;ANO;31.12.2014;NE;29006/2006;N7310;7310T051
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Francouzská filologie (jednooborové);Česky;ANO;03/2014;ANO;31.12.2022;NE;MSMT/24510/2014;N7310;7310T051
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Hebraistika (dvouoborové);Česky;ANO;01/2014;ANO;31.12.2022;NE;6095/2014;N7310;7310Txxx
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Hebraistika (jednoborové);Česky;ANO;01/2014;ANO;31.12.2022;NE;6095/2014;N7310;7310Txxx
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Hispanistika (dvouoborové);Česky;ANO;06/2006;ANO;31.12.2014;NE;29006/2006;N7310;7310T259
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Hispanistika (dvouoborové);Česky;ANO;03/2014;ANO;31.12.2022;NE;MSMT/24510/2014;N7310;7310T259
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Hispanistika (jednooborové);Česky;ANO;06/2006;ANO;31.12.2014;NE;29006/2006;N7310;7310T259
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Hispanistika (jednooborové);Česky;ANO;03/2014;ANO;31.12.2022;NE;MSMT/24510/2014;N7310;7310T259
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Iberoamerikanistika (jednooborové);Česky;ANO;04/2012;ANO;31.10.2016;NE;43230/2012;N7310;7105T031
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Indologie (dvouoborové);Česky;ANO;01/2014;ANO;31.10.2018;NE;6095/2014;N7310;7310T065
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Indologie (indická studia) se specializací bengálština, hindština, sanskrt, tamilština (jednooborové);Česky;ANO;05/2005;ANO;01.12.2015;NE;12699/2006;N7310;7310T208
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Indologie (jednooborové);Česky;ANO;03/2009;ANO;01.12.2015;NE;14757/2009;N7310;7310T065
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Italianistika (dvouoborové);Česky;ANO;01/2012;ANO;31.03.2020;NE;6939/2012;N7310;7310T285
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Italianistika (jednooborové);Česky;ANO;01/2012;ANO;31.03.2020;NE;6939/2012;N7310;7310T285
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Japonská studia (dvouoborové);Česky;NE;05/2013;ANO;31.07.2020;NE;48809/2013;N7310;7310R234
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Japonská studia (jednooborové);Česky;NE;05/2013;ANO;31.07.2020;NE;48809/2013;N7310;7310R234
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Jihovýchodoevropská studia (dvouoborové);Česky;ANO;02/2013;ANO;31.12.2021;NE;18620/2013;N7310;7310T263
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Jihovýchodoevropská studia (jednooborové);Česky;ANO;02/2013;ANO;31.12.2021;NE;18620/2013;N7310;7310T263
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;3;Klínopis (jednooborové);Česky;ANO;02/2010;ANO;30.06.2018;NE;11181/2010;N7310;7310T082
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Komparatistika  (jednooborové);Česky;ANO;02/2009;ANO;31.07.2017;NE;9155/2009;N7310;8109T007
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Koreanistika (jednooborová);Česky;ANO;05/2005;ANO;01.12.2015;NE;12699/2006;N7310;7310T083
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Latina (dvouoborové);Česky;ANO;05/2009;ANO;31.12.2015;NE;28815/2009;N7310;7310T085
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Latinská medievistika (dvouoborové);Česky;ANO;03/2010;ANO;31.07.2018;NE;19419/2010;N7310;7310T227
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Latinská medievistika (jednooborové);Česky;ANO;03/2010;ANO;31.07.2018;NE;19419/2010;N7310;7310T227
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Lusobrazilská studia (dvouoborové);Česky;ANO;01/2012;ANO;31.03.2016;NE;6939/2012;N7310;7310T342
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Lusobrazilská studia (jednooborové);Česky;ANO;01/2012;ANO;31.03.2016;NE;6939/2012;N7310;7310T342
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Mongolistika (dvouoborové);Česky;NE;04/2012;ANO;01.11.2018;NE;43230/2012;N7310;7310T099
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Mongolistika (jednooborové);Česky;NE;04/2012;ANO;01.11.2018;NE;43230/2012;N7310;7310T099
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Německý jazyk a literatura (dvouoborové);Česky;ANO;02/2011;ANO;31.05.2017;NE;12816/2011;N7310;7310T106
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Německý jazyk a literatura (jednooborové);Česky;ANO;02/2011;ANO;31.05.2017;NE;12816/2011;N7310;7310T106
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Nizozemský jazyk a literatura (dvouoborové);Česky;ANO;03/2012;ANO;31.07.2016;NE;28980/2012;N7310;7310T109
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Nizozemský jazyk a literatura (jednooborové);Česky;ANO;03/2012;ANO;31.07.2016;NE;28980/2012;N7310;7310T109
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Novořecká filologie (dvouoborové);Česky;ANO;03/2013;ANO;31.07.2017;NE;19189/2013;N7310;7310T340
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Obecná lingvistika (dvouoborové);Česky;NE;02/2012;ANO;31.07.2020;NE;16461/2012;N7310;7310T116
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Romistika (dvouoborové);Česky;ANO;02/2009;ANO;31.07.2017;NE;9155/2009;N7310;7310T215
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Romistika (jednooborové);Česky;ANO;02/2009;ANO;31.07.2017;NE;9155/2009;N7310;7310T215
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Ruský jazyk a literatura (jednoborové);Česky;ANO;02/2014;ANO;31.07.2022;NE;MSMT/14387/2014;N7310;7310T151
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Řecká antická filologie (dvouoborové);Česky;ANO;04/2014;ANO;01.03.2021;NE;MSMT-35609/2014;N7310;7310T247
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Sinologie (jednooborové);Česky;ANO;05/2009;ANO;31.12.2017;NE;28815/2009;N7310;7310T159
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Skandinavistika (dvouoborové);Česky;NE;03/2011;ANO;31.07.2017;NE;21776/2011;N7310;7310T254
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Skandinavistika (jednooborové);Česky;NE;03/2011;ANO;31.07.2017;NE;21776/2011;N7310;7310T254
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;3;Srovnávací jazykověda (jednooborové);Česky;ANO;04/2009;ANO;01.12.2017;NE;22379/2009;N7310;7310T219
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Starořečtina (dvouoborové);Česky;ANO;01/2009;ANO;01.03.2015;NE;3043/2009;N7310;7310T247
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Starořečtina (dvouoborové);Česky;ANO;04/2014;ANO;31.10.2018;NE;MSMT-35609/2014;N7310;7310T247
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Středoevropská studia (jednooborové);Česky;ANO;02/2011;ANO;31.05.2017;NE;12816/2011;N7310;6702T017
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Turkologie (dvouoborové);Česky;ANO;03/2011;ANO;31.07.2017;NE;21776/2011;N7310;7310T220
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Východoevropská studia (dvouoborové);Česky;ANO;03/2013;ANO;31.12.2019;NE;19189/2013;N7310;7310T264
Univerzita Karlova;Filozofická fakulta;Filologie;Navazující magisterský;P;2;Východoevropská studia (jednooborové);Česky;ANO;03/2013;ANO;31.12.2019;NE;19189/2013;N7310;7310T264
Univerzita Karlova;Filozofická fakulta;Filologie;Doktorský;K, P;3;Anglická a americká literatura;Česky;NE;04/2009;ANO;01.12.2017;NE;22379/2009;P7310;7310V003
